date,average_temperature_f,states_reporting,station_observations
2018-05-19,60.87008677777558,48,2139
2018-05-20,63.53461232988288,48,2139
2018-05-21,64.22530984319812,48,2137
2018-05-22,64.66447878031629,48,2136
2018-05-23,66.68177404202346,48,2137
2018-05-24,67.77300955533227,48,2137
2018-05-25,69.5322820834693,48,2136
2018-05-26,70.51042416448576,48,2134
2018-05-27,68.61468319574618,48,2135
2018-05-28,67.38002617553126,48,2135
2018-05-29,69.51089860382963,48,2135
2018-05-30,69.09195472415635,48,2135
2018-05-31,69.01560300827498,48,2135
2018-06-01,69.14634747868524,48,2137
2018-06-02,69.19718981303406,48,2136
2018-06-03,67.0996585458257,48,2136
2018-06-04,65.05251938569803,48,2134
2018-06-05,66.09598180974069,48,2135
2018-06-06,66.65526898014309,48,2135
2018-06-07,67.74312192845068,48,2136
2018-06-08,69.73813891500639,48,2135
2018-06-09,70.11659338023104,48,2136
2018-06-10,67.9776775014426,48,2136
2018-06-11,66.46979883279631,48,2135
2018-06-12,67.76836045705679,48,2134
2018-06-13,70.67912246634685,48,2135
2018-06-14,71.53482083526775,48,2135
2018-06-15,70.04801142040672,48,2136
2018-06-16,70.57872437923157,48,2135
2018-06-17,71.51854153929115,48,2137
2018-06-18,72.41676471541008,48,2136
2018-06-19,72.23190906257095,48,2133
2018-06-20,71.03075819324546,48,2132
2018-06-21,70.71216023169355,48,2132
2018-06-22,69.40842737839829,48,2134
2018-06-23,68.68749570476126,48,2134
2018-06-24,70.16526133912906,48,2134
2018-06-25,70.3424537293278,48,2132
2018-06-26,70.48417185525547,48,2133
2018-06-27,72.1697234865029,48,2130
2018-06-28,73.44723938413036,48,2130
2018-06-29,74.23474581282164,48,2133
2018-06-30,74.8145857640746,48,2133
2018-07-01,74.96106911659818,48,2133
2018-07-02,74.92114647605341,48,2132
2018-07-03,75.23606937103371,48,2134
2018-07-04,76.27175560252851,48,2133
2018-07-05,76.45222153518228,48,2133
2018-07-06,74.73511658879238,48,2131
2018-07-07,71.66673311913529,48,2134
2018-07-08,72.40834879477674,48,2134
2018-07-09,74.10238952007039,48,2133
2018-07-10,75.33436662758999,48,2133
2018-07-11,75.02258540698548,48,2131
2018-07-12,73.9898053707277,48,2132
2018-07-13,74.73719020827673,48,2134
2018-07-14,74.86222380125896,48,2134
2018-07-15,74.73922596485875,48,2134
2018-07-16,75.24252665651667,48,2134
2018-07-17,74.53283972970652,48,2133
2018-07-18,73.42015178899474,48,2134
2018-07-19,73.26130547455216,48,2133
2018-07-20,73.80766840788071,48,2132
2018-07-21,72.64440086819731,48,2131
2018-07-22,72.36426655336511,48,2130
2018-07-23,73.70798539817388,48,2127
2018-07-24,74.58222769308911,48,2127
2018-07-25,74.16320255952266,48,2128
2018-07-26,73.42883887857867,48,2127
2018-07-27,72.64624257690298,48,2130
2018-07-28,72.10103950248516,48,2131
2018-07-29,71.8216679270884,48,2130
2018-07-30,71.58459597697525,48,2130
2018-07-31,72.08786225998394,48,2132
2018-08-01,72.06218256963109,48,2128
2018-08-02,72.95835488640516,48,2132
2018-08-03,73.26567812991803,48,2136
2018-08-04,73.91878911865723,48,2134
2018-08-05,74.97086462472923,48,2132
2018-08-06,75.56982341959785,48,2129
2018-08-07,75.40194948257387,48,2129
2018-08-08,75.31811638349247,48,2131
2018-08-09,75.62096448129822,48,2130
2018-08-10,75.04572161016871,48,2129
2018-08-11,73.61098661946671,48,2131
2018-08-12,73.23669666078864,48,2132
2018-08-13,72.59299644408867,48,2133
2018-08-14,72.137212075091,48,2132
2018-08-15,73.20407646176302,48,2131
2018-08-16,74.47293356194113,48,2133
2018-08-17,73.59888209844745,48,2131
2018-08-18,72.71910454205313,48,2131
2018-08-19,70.76230294665785,48,2130
2018-08-20,69.89254678564822,48,2130
2018-08-21,69.06834163876843,48,2129
2018-08-22,69.1818524821201,48,2133
2018-08-23,68.14287032491399,48,2133
2018-08-24,68.76525423040194,48,2131
2018-08-25,70.38163179314982,48,2132
2018-08-26,71.53086729894586,48,2131
2018-08-27,72.6519093125073,48,2129
2018-08-28,72.98311012900696,48,2130
2018-08-29,72.8685477355854,48,2129
2018-08-30,72.01460428562451,48,2128
2018-08-31,70.518967264534,48,2129
2018-09-01,70.50947806658561,48,2129
2018-09-02,71.12817175045087,48,2129
2018-09-03,72.70297419281468,48,2129
2018-09-04,72.9256196256748,48,2128
2018-09-05,72.32411516853522,48,2126
2018-09-06,71.74887188096668,48,2126
2018-09-07,69.69471421284034,48,2127
2018-09-08,66.90760409282034,47,2125
2018-09-09,64.20714033701837,47,2124
2018-09-10,64.4980206793747,48,2126
2018-09-11,66.63431194878338,48,2124
2018-09-12,68.06626748225769,48,2124
2018-09-13,68.79127023764545,48,2124
2018-09-14,69.76088199843956,48,2124
2018-09-15,70.45033287991372,48,2123
2018-09-16,70.53504837937224,48,2122
2018-09-17,70.25521715322235,48,2121
2018-09-18,70.05498373298573,48,2125
2018-09-19,67.74104097567489,48,2124
2018-09-20,66.64190716980501,48,2121
2018-09-21,66.12263854464352,48,2124
2018-09-22,63.80787975283193,48,2123
2018-09-23,61.0160245419008,48,2121
2018-09-24,61.12309240776568,48,2121
2018-09-25,62.43732511770191,48,2125
2018-09-26,63.874040958823805,48,2124
2018-09-27,61.41422683926536,48,2126
2018-09-28,59.52556465237904,48,2122
2018-09-29,59.04327240466824,48,2122
2018-09-30,59.34880832457952,48,2122
2018-10-01,61.55636307805546,48,2122
2018-10-02,63.20264585661093,48,2120
2018-10-03,64.30853360659715,48,2121
2018-10-04,61.06594050774222,48,2124
2018-10-05,58.79105608008782,48,2125
2018-10-06,58.87425272209367,48,2126
2018-10-07,59.61744689871862,48,2126
2018-10-08,59.58666665635005,48,2126
2018-10-09,60.759406736172544,48,2124
2018-10-10,59.46002984220851,48,2122
2018-10-11,55.113437542173806,48,2123
2018-10-12,50.846524649633814,48,2125
2018-10-13,48.21127512424447,48,2124
2018-10-14,47.249649241096535,48,2122
2018-10-15,49.12493480763376,48,2122
2018-10-16,49.838782270048576,48,2122
2018-10-17,50.131811331962986,48,2123
2018-10-18,48.98373471477097,48,2122
2018-10-19,51.211108050718224,48,2123
2018-10-20,53.45664206943428,48,2122
2018-10-21,47.11979232031582,48,2122
2018-10-22,47.15543659069403,48,2124
2018-10-23,49.46226093402459,48,2126
2018-10-24,47.78270677489207,48,2123
2018-10-25,46.64612799755599,48,2123
2018-10-26,47.439802195949454,48,2120
2018-10-27,49.25355900666511,48,2120
2018-10-28,50.66232447227531,48,2119
2018-10-29,50.198402990801206,48,2121
2018-10-30,48.20748753007365,48,2119
2018-10-31,48.76965706314517,48,2119
2018-11-01,50.25696602636154,47,2113
2018-11-02,49.686294177916025,47,2115
2018-11-03,46.77370317849823,47,2116
2018-11-04,45.75195159828767,47,2114
2018-11-05,47.432278898650075,47,2113
2018-11-06,48.56254200772757,47,2114
2018-11-07,45.43190930749301,47,2113
2018-11-08,41.16487939286815,47,2114
2018-11-09,38.098850216267046,47,2114
2018-11-10,35.053877763664275,47,2114
2018-11-11,34.02240058496973,47,2112
2018-11-12,33.88415278257469,47,2109
2018-11-13,35.36169023277564,47,2110
2018-11-14,34.68538495438589,47,2110
2018-11-15,35.19278729316107,47,2109
2018-11-16,37.66038350479003,47,2110
2018-11-17,37.09043388921558,47,2111
2018-11-18,35.894612900714925,47,2111
2018-11-19,37.52183819000413,47,2110
2018-11-20,37.65969558947866,47,2110
2018-11-21,36.67698004111503,47,2110
2018-11-22,34.82225407865673,47,2111
2018-11-23,36.672693530751026,47,2087
2018-11-24,39.81922338321584,46,2015
2018-11-25,39.49541376941105,46,2017
2018-11-26,36.058853684179326,46,2013
2018-11-27,33.484452849657686,46,2016
2018-11-28,33.783316061216745,46,2016
2018-11-29,37.66459387154145,46,2015
2018-11-30,40.264827096438786,46,2013
2018-12-01,40.75119164839026,47,2016
2018-12-02,41.48563841238236,47,2016
2018-12-03,38.126698471541246,47,2017
2018-12-04,31.856053775477488,47,2023
2018-12-05,29.268930103676976,47,2024
2018-12-06,29.934988033899224,47,2022
2018-12-07,30.750040574477225,47,2022
2018-12-08,28.898165158298347,47,2021
2018-12-09,29.31981963854208,47,2021
2018-12-10,30.509182651449358,47,2022
2018-12-11,31.251352329939877,47,2023
2018-12-12,34.462884738182495,47,2021
2018-12-13,35.97990454337607,47,2021
2018-12-14,39.60290118010229,47,2018
2018-12-15,41.82795200530168,47,2018
2018-12-16,40.38597188907402,47,2018
2018-12-17,38.88253370204541,47,2018
2018-12-18,36.77793631186146,47,2019
2018-12-19,37.27675065663107,47,2018
2018-12-20,39.440668175194894,47,2019
2018-12-21,40.61732062744784,47,2018
2018-12-22,37.148270043740276,47,2019
2018-12-23,35.178111576585444,47,2018
2018-12-24,34.54522337380911,47,2019
2018-12-25,34.26513324420949,47,2018
2018-12-26,34.4150998113901,47,2019
2018-12-27,35.88725153697532,47,2013
2018-12-28,35.927966822948754,47,2013
2018-12-29,34.289474846924556,47,2015
2018-12-30,33.93118518602861,47,2014
2018-12-31,34.75960702612769,47,2015
2019-01-01,33.53690256618322,47,2127
2019-01-02,31.906692526877645,47,2126
2019-01-03,36.38854766038413,47,2126
2019-01-04,38.69828674877011,47,2127
2019-01-05,39.532713079773956,47,2126
2019-01-06,39.091987890892696,47,2123
2019-01-07,38.184102299562944,47,2126
2019-01-08,40.061367584017525,47,2125
2019-01-09,35.79687977715017,47,2127
2019-01-10,31.20540428869767,47,2127
2019-01-11,29.53506371480532,47,2128
2019-01-12,29.95724521616654,47,2128
2019-01-13,29.664812452845243,47,2127
2019-01-14,28.58391039704316,47,2126
2019-01-15,30.087143630503856,47,2126
2019-01-16,31.693538911762356,47,2127
2019-01-17,32.0337157275898,47,2127
2019-01-18,32.959326672313225,47,2126
2019-01-19,31.400983785731302,47,2125
2019-01-20,26.494773756811128,47,2126
2019-01-21,20.185094773871793,47,2124
2019-01-22,25.368926663251628,47,2125
2019-01-23,32.56861016262452,47,2127
2019-01-24,32.82274377198644,47,2121
2019-01-25,26.583885374577342,47,2125
2019-01-26,27.374305140670636,47,2127
2019-01-27,30.927591662496283,47,2124
2019-01-28,29.67004464240973,47,2123
2019-01-29,23.77444390867968,47,2123
2019-01-30,19.818214017378775,47,2122
2019-01-31,20.094974307989595,47,2122
2019-02-01,28.348776320048337,47,2125
2019-02-02,34.37647359698539,47,2125
2019-02-03,39.16823494001903,47,2124
2019-02-04,39.25655153772424,47,2120
2019-02-05,37.660618509349796,47,2115
2019-02-06,35.528942143926514,47,2115
2019-02-07,33.63011232827269,47,2118
2019-02-08,28.341691435756992,47,2122
2019-02-09,24.468182771072826,47,2119
2019-02-10,27.17488294919921,47,2117
2019-02-11,31.705746349596442,47,2120
2019-02-12,33.36441976261786,47,2119
2019-02-13,33.89887974017492,47,2121
2019-02-14,36.397363008323126,47,2122
2019-02-15,35.25294449756843,47,2115
2019-02-16,31.35094395340217,47,2115
2019-02-17,28.835203418592073,47,2114
2019-02-18,27.064848320666872,47,2118
2019-02-19,24.41593573921653,47,2122
2019-02-20,29.016778222878187,47,2121
2019-02-21,33.241314592401366,47,2122
2019-02-22,34.23998483134016,47,2122
2019-02-23,35.853232362970424,47,2120
2019-02-24,35.4105832717389,47,2121
2019-02-25,30.60995525555153,47,2121
2019-02-26,30.683074222934476,47,2120
2019-02-27,32.094037541235004,47,2120
2019-02-28,31.871316925791373,47,2124
2019-03-01,32.399594236934526,48,2126
2019-03-02,31.998166695922702,48,2128
2019-03-03,28.663581568956356,48,2129
2019-03-04,24.179310796755484,48,2129
2019-03-05,24.357386709094953,48,2131
2019-03-06,25.996553493919237,48,2131
2019-03-07,29.142436068886667,48,2130
2019-03-08,33.59500999255525,48,2131
2019-03-09,37.60325774786144,48,2131
2019-03-10,39.57991585700679,48,2130
2019-03-11,40.71142521178664,48,2130
2019-03-12,40.45402018386555,48,2130
2019-03-13,41.38911195821976,48,2129
2019-03-14,45.14967151244452,48,2130
2019-03-15,44.617761120984,48,2129
2019-03-16,40.55786664643197,48,2129
2019-03-17,38.80409344857495,48,2130
2019-03-18,39.093817371814716,48,2129
2019-03-19,40.25136902042085,48,2129
2019-03-20,42.2334580757823,48,2128
2019-03-21,43.9131726162504,48,2130
2019-03-22,43.066532371464696,48,2129
2019-03-23,42.6638816379337,48,2130
2019-03-24,45.18185184988238,48,2129
2019-03-25,45.49468646827497,48,2129
2019-03-26,42.993310023114645,48,2129
2019-03-27,44.66280501337453,48,2130
2019-03-28,47.03778174987013,48,2123
2019-03-29,47.43458891767664,48,2128
2019-03-30,46.69765630638332,48,2126
2019-03-31,42.61381361156525,48,2127
2019-04-01,39.54944071851738,47,2127
2019-04-02,42.70225087726657,47,2129
2019-04-03,46.6512612758153,47,2127
2019-04-04,48.45551792004753,47,2128
2019-04-05,48.39273787356666,47,2128
2019-04-06,51.546802847034684,47,2130
2019-04-07,55.00028536622951,47,2127
2019-04-08,55.977268997390915,47,2122
2019-04-09,52.80857214980896,47,2119
2019-04-10,48.922321533848255,47,2117
2019-04-11,46.990573199206615,47,2110
2019-04-12,47.87924144275057,47,2112
2019-04-13,50.47930695799904,47,2121
2019-04-14,50.227314335469224,47,2118
2019-04-15,49.41001427387221,47,2120
2019-04-16,51.611056725199916,47,2117
2019-04-17,54.46413362403379,47,2119
2019-04-18,54.84054195342987,47,2118
2019-04-19,55.849816634269274,47,2117
2019-04-20,54.334489855559205,47,2119
2019-04-21,54.453869069620744,47,2120
2019-04-22,56.10279438848084,47,2118
2019-04-23,57.33365480568155,47,2118
2019-04-24,57.50290995868384,47,2117
2019-04-25,56.881444474588456,47,2118
2019-04-26,54.8170069362616,47,2119
2019-04-27,52.29357523462838,47,2120
2019-04-28,51.089762055911244,47,2121
2019-04-29,50.98512664281671,47,2122
2019-04-30,52.538986484436485,47,2123
2019-05-01,53.91176059604208,48,2126
2019-05-02,55.49199503003047,48,2125
2019-05-03,56.250188446813354,48,2124
2019-05-04,57.788467716907526,48,2127
2019-05-05,57.48176398728935,48,2126
2019-05-06,57.69773506277158,48,2125
2019-05-07,57.600652648218755,48,2128
2019-05-08,56.9404745731614,48,2128
2019-05-09,55.50258055560389,48,2131
2019-05-10,55.602038673119715,48,2131
2019-05-11,56.90565861690834,48,2128
2019-05-12,55.579748951816356,48,2127
2019-05-13,56.00774844480034,48,2128
2019-05-14,56.302647885836336,48,2125
2019-05-15,58.96095898722965,48,2130
2019-05-16,61.572833306484945,48,2130
2019-05-17,60.19057320010119,48,2133
2019-05-18,59.869088859064,48,2134
2019-05-19,59.492078053811106,48,2132
2019-05-20,59.67814869878305,48,2133
2019-05-21,57.176938333171215,48,2133
2019-05-22,59.064734481828886,48,2129
2019-05-23,61.88918344950884,48,2133
2019-05-24,63.393247775087815,48,2133
2019-05-25,64.4869511463369,48,2133
2019-05-26,65.86651068712263,48,2135
2019-05-27,64.50595978568457,48,2131
2019-05-28,63.24458635437054,48,2132
2019-05-29,63.85985444035297,48,2132
2019-05-30,64.73900180934933,48,2132
2019-05-31,66.12178424906452,48,2131
2019-06-01,65.71034490354133,47,2129
2019-06-02,65.69214123157691,47,2128
2019-06-03,64.90505870944881,47,2126
2019-06-04,65.69548655329437,47,2124
2019-06-05,67.88966207231412,47,2120
2019-06-06,68.14818723604623,47,2121
2019-06-07,67.1734493312127,47,2122
2019-06-08,65.70071221179637,47,2120
2019-06-09,65.39307072434381,47,2121
2019-06-10,66.13003710207838,47,2122
2019-06-11,65.83211690588283,47,2120
2019-06-12,65.18112046647319,47,2119
2019-06-13,63.967363035041274,47,2121
2019-06-14,64.6191719694046,47,2123
2019-06-15,67.4453824980253,47,2122
2019-06-16,67.98191879673091,47,2122
2019-06-17,67.89599927228075,47,2123
2019-06-18,67.86898453130792,47,2121
2019-06-19,68.27719393052091,47,2125
2019-06-20,67.15010445433109,47,2124
2019-06-21,66.61042247255365,47,2122
2019-06-22,66.64878443615018,47,2123
2019-06-23,67.23790467812846,47,2124
2019-06-24,68.46349069167277,47,2123
2019-06-25,69.51102087023732,47,2122
2019-06-26,71.31708956129292,47,2123
2019-06-27,72.03710922201947,47,2123
2019-06-28,73.0431542687754,47,2125
2019-06-29,73.85327363970305,47,2126
2019-06-30,73.0113878583351,47,2126
2019-07-01,72.69666307258798,48,2128
2019-07-02,73.53366686213117,48,2128
2019-07-03,73.08759057058991,48,2128
2019-07-04,73.33476551413533,48,2128
2019-07-05,73.86608395271587,48,2128
2019-07-06,73.6455015290825,48,2127
2019-07-07,72.18953074564605,48,2127
2019-07-08,71.52253453965336,48,2126
2019-07-09,72.57785747508528,48,2126
2019-07-10,74.6733661161238,48,2124
2019-07-11,74.2997577887676,48,2129
2019-07-12,74.2494977787648,48,2129
2019-07-13,74.6230469257403,48,2129
2019-07-14,75.18799727614272,48,2129
2019-07-15,74.1855377340465,48,2127
2019-07-16,74.90532214603526,48,2127
2019-07-17,75.81642277884886,48,2129
2019-07-18,75.37682228063626,48,2130
2019-07-19,76.5764051879851,48,2130
2019-07-20,77.2540697290913,48,2129
2019-07-21,76.57542078549098,48,2116
2019-07-22,73.35497499994877,48,2127
2019-07-23,70.04687208081981,48,2127
2019-07-24,70.05649395571679,48,2128
2019-07-25,71.04774702781027,48,2129
2019-07-26,72.49878620721299,48,2129
2019-07-27,73.2415250284232,48,2128
2019-07-28,74.42891418921134,48,2129
2019-07-29,74.63885818014565,48,2128
2019-07-30,73.94272058345882,48,2130
2019-07-31,73.39545339771622,48,2127
2019-08-01,72.93322869601514,48,2130
2019-08-02,72.85092851870482,48,2130
2019-08-03,73.54424822131047,48,2131
2019-08-04,73.88879133238562,48,2130
2019-08-05,73.55004685187315,48,2129
2019-08-06,74.33234397185912,48,2126
2019-08-07,73.9089234816391,48,2129
2019-08-08,72.78412329946093,48,2129
2019-08-09,72.30519303630896,48,2129
2019-08-10,71.24998807120453,48,2129
2019-08-11,70.82292295189794,48,2128
2019-08-12,72.62062796016914,48,2128
2019-08-13,73.54306309956877,48,2128
2019-08-14,72.58756390622992,48,2126
2019-08-15,71.83595164602912,48,2127
2019-08-16,72.07567883236669,48,2130
2019-08-17,72.65439928769982,48,2129
2019-08-18,73.62916187186575,48,2122
2019-08-19,75.10350017445067,48,2122
2019-08-20,75.11765411616794,48,2119
2019-08-21,73.34164434159598,48,2123
2019-08-22,72.35700482184613,48,2124
2019-08-23,69.73126783239506,48,2124
2019-08-24,68.42914614233285,48,2124
2019-08-25,68.11973592520758,48,2122
2019-08-26,67.75554807178749,48,2124
2019-08-27,68.3552901441415,48,2121
2019-08-28,70.10909124878341,48,2124
2019-08-29,70.169001919732,48,2124
2019-08-30,69.39043933053456,48,2125
2019-08-31,69.77327237951107,48,2124
2019-09-01,69.95927850407774,48,2123
2019-09-02,71.12841117981752,48,2122
2019-09-03,71.75332244343463,48,2122
2019-09-04,71.91658157700662,48,2120
2019-09-05,70.27837339157198,48,2120
2019-09-06,68.45392490286932,48,2122
2019-09-07,67.27449359273173,48,2122
2019-09-08,66.19925924397056,48,2121
2019-09-09,66.91901205253605,48,2121
2019-09-10,68.11233865343547,48,2123
2019-09-11,69.4779192870634,48,2124
2019-09-12,68.43310001504904,48,2125
2019-09-13,66.8327310902074,48,2128
2019-09-14,67.52027386448457,48,2127
2019-09-15,70.10005048882212,48,2127
2019-09-16,69.62285381886451,48,2121
2019-09-17,67.60752051123832,48,2127
2019-09-18,65.8414055861174,48,2127
2019-09-19,64.29887506847749,48,2127
2019-09-20,64.46186835128798,48,2129
2019-09-21,66.22283150886327,48,2129
2019-09-22,66.81542747492051,48,2123
2019-09-23,67.52401660759178,48,2129
2019-09-24,66.27314746891324,48,2129
2019-09-25,64.83390663449372,48,2125
2019-09-26,65.10399886642566,48,2128
2019-09-27,63.84483553149388,48,2130
2019-09-28,63.64674980366525,48,2130
2019-09-29,63.73216945516703,48,2128
2019-09-30,62.968415281065326,48,2125
2019-10-01,63.41462304269648,48,2131
2019-10-02,63.41886698987572,48,2131
2019-10-03,60.22391900599417,48,2132
2019-10-04,57.81245499016984,48,2132
2019-10-05,55.717866309544036,48,2131
2019-10-06,57.84043086111441,48,2131
2019-10-07,60.00662487223823,48,2131
2019-10-08,57.891622904278705,48,2131
2019-10-09,54.63679378128351,48,2133
2019-10-10,53.21780472498858,48,2121
2019-10-11,51.03011031385191,48,2133
2019-10-12,49.810542238333056,48,2133
2019-10-13,51.69967076227633,48,2133
2019-10-14,53.53781810434183,48,2133
2019-10-15,54.257845884826374,48,2133
2019-10-16,53.130138082067965,48,2132
2019-10-17,50.83017469883592,48,2132
2019-10-18,50.034256978156016,48,2132
2019-10-19,50.12525029942977,48,2131
2019-10-20,51.27269385544809,48,2130
2019-10-21,52.946096898247674,48,2131
2019-10-22,52.47291491700522,48,1983
2019-10-23,50.76812976472989,47,1975
2019-10-24,48.480132146636066,47,1973
2019-10-25,50.27699063463202,47,1973
2019-10-26,51.02114228173918,47,1973
2019-10-27,48.67835027890773,47,1972
2019-10-28,45.953019127171906,47,1972
2019-10-29,44.12186388635802,47,1968
2019-10-30,44.48449868883517,47,1961
2019-10-31,46.65345808906985,47,1968
2019-11-01,42.083769236347095,47,1974
2019-11-02,41.21774949529739,47,1973
2019-11-03,43.184940388073066,47,1973
2019-11-04,44.957482898519274,47,1972
2019-11-05,47.04890863844818,47,1972
2019-11-06,44.698735579922996,47,1971
2019-11-07,42.36443729965511,47,1968
2019-11-08,38.097715124867314,47,1971
2019-11-09,39.49439725074304,47,1971
2019-11-10,42.66883808132251,47,1972
2019-11-11,39.31069341271618,47,1972
2019-11-12,32.55905749484713,47,1971
2019-11-13,30.16920511794769,47,1971
2019-11-14,35.16024931727453,47,1972
2019-11-15,39.649235563537836,47,1972
2019-11-16,38.9011323312272,47,1970
2019-11-17,39.535397709410326,47,1970
2019-11-18,42.72945763257832,47,1972
2019-11-19,43.741195876545504,47,1973
2019-11-20,42.598727962881334,47,1973
2019-11-21,41.621376608735424,47,1971
2019-11-22,41.22370921980831,47,1971
2019-11-23,39.200193980982256,47,1970
2019-11-24,40.61756706115155,47,1971
2019-11-25,40.91241247699885,47,1961
2019-11-26,40.62903048267794,47,1969
2019-11-27,40.943394361458445,47,1967
2019-11-28,37.87256518440596,47,1967
